name,numel,max_abs,min_abs_nonzero,dynamic_range,frac_bits,q_format,step,rel_err_max,rel_err_mean,group,dataset
backbone.proc_memory_blocks.0.latent_attentions.0.linear2,128,0.002013396704569459,0.0007879338809289038,2.555286367678267,23.0,Q-8.23,1.1920928955078125e-07,5.7267625379608944e-05,2.6490706659387797e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.linear3,128,0.001817534677684307,0.0008188947103917599,2.219497396453809,24.0,Q-9.24,5.960464477539063e-08,2.9439530408126302e-05,1.2630589480977505e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.attention.in_proj,384,0.0021094665862619877,0.0008729560649953783,2.416463635284046,23.0,Q-8.23,1.1920928955078125e-07,6.0464608395705e-05,2.244798088213429e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.attention.out_proj,128,0.0014467324363067746,0.0007583473925478756,1.9077436680385766,24.0,Q-9.24,5.960464477539063e-08,3.3513417292851955e-05,1.6274014342343435e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.linear1,128,0.0017461096867918968,0.0009160516783595085,1.90612574382144,24.0,Q-9.24,5.960464477539063e-08,3.117596861557104e-05,1.2529881132650189e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.linear2,128,0.0016586710698902607,0.0008428731234744191,1.9678775176185823,24.0,Q-9.24,5.960464477539063e-08,3.030319385288749e-05,1.2323554983595386e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.linear3,128,0.0021013543009757996,0.0008608165662735701,2.441117403295864,23.0,Q-8.23,1.1920928955078125e-07,5.5145494116004556e-05,2.5249219106626697e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
backbone.proc_embs_block.linear1,128,0.0026222316082566977,0.0011156739201396704,2.3503566417761403,23.0,Q-8.23,1.1920928955078125e-07,4.134028858970851e-05,2.0096325897611678e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
models_clf.0.linear_1,128,0.002116122515872121,0.0007924443343654275,2.6703737084153256,23.0,Q-8.23,1.1920928955078125e-07,7.44816570659168e-05,2.1307461793185212e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
models_clf.0.linear_2,10,0.0023750208783894777,0.0013728890335187316,1.7299438049281155,23.0,Q-8.23,1.1920928955078125e-07,3.257960270275362e-05,1.9343020539963618e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_10
all nn.Linear inputs,16,0.1152443140745163,0.022047776728868484,5.227026538400127,18.0,Q-3.18,3.814697265625e-06,5.3223800932755694e-05,2.2467216695076786e-05,activation_scale (per-tensor),DVS128_10
attention Q/K/V/out_proj,21,0.06464280188083649,0.031153885647654533,2.0749515040254125,18.0,Q-3.18,3.814697265625e-06,3.829983688774519e-05,2.0887544451397844e-05,activation_scale (per-tensor),DVS128_10
backbone.pos_encoding,28224,1.2792649269104004,3.387517062947154e-05,37764.08984375,,INT8,0.010072952180396853,1.0,0.016349876299500465,positional encoding (-> INT8),DVS128_10
backbone.memory_vertical,12288,0.7403734922409058,4.081721272086725e-06,181387.56737360457,15.0,Q0.15,3.0517578125e-05,1.0,0.0005923349526710808,latent memory table (-> Q16),DVS128_10
all LayerNorm weight/bias,3328,1.255798578262329,2.519018016755581e-05,49852.70331173573,14.0,Q1.14,6.103515625e-05,1.0,0.0017836083425208926,LayerNorm affine (-> Q16),DVS128_10
backbone.event_projection.seq_init.1.in,0,14.013679504394531,10.832275390625,1.293696753363835,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.event_projection.seq_init.1.out,0,10.161785125732422,7.930901527404785,1.2812900387955826,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.preproc_block_events.seq_init.0.in_a,0,10.161785125732422,7.930901527404785,1.2812900387955826,,INT8,0.08001405610812931,,,int8 requant (ReLU input),DVS128_10
backbone.preproc_block_events.seq_init.0.in_b,0,1.2792649269104004,1.2615207433700562,1.0140657088942842,,INT8,0.010072952180396853,,,int8 requant (ReLU input),DVS128_10
backbone.preproc_block_events.seq_init.1.in,0,11.2455472946167,8.779632568359375,1.2808676453208476,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.preproc_block_events.seq_init.1.out,0,5.0295515060424805,3.933379888534546,1.278684400838876,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_embs_block.layer_norm.centered,0,227800.109375,578.3526000976562,393.8775572834555,-3.0,Q18.-3,8.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_embs_block.layer_norm.hat,0,4.797839164733887,4.06074857711792,1.1815159381620988,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_embs_block.layer_norm.in,0,242599.640625,594.6812744140625,407.94901582201766,-3.0,Q18.-3,8.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_embs_block.layer_norm.out,0,4.987100601196289,4.298981189727783,1.1600656948936496,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_embs_block.relu.in,0,8.374849319458008,6.670198917388916,1.2555621538699757,,INT8,0.06594369542880321,,,int8 requant (ReLU input),DVS128_10
backbone.proc_event_blocks.0.seq_init.2.in,0,3.974297046661377,2.3890154361724854,1.6635711040145977,,INT8,0.031293677532766746,,,int8 requant (ReLU input),DVS128_10
backbone.proc_event_blocks.0.seq_init.5.in,0,2.7012126445770264,1.895989179611206,1.4246983440754342,,INT8,0.02126939090218131,,,int8 requant (ReLU input),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.gelu1.in,0,6.320245742797852,4.016092300415039,1.5737302009081544,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.gelu1.out,0,6.320245742797852,2.8564600944519043,2.212614751759932,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.gelu2.in,0,4.636127471923828,3.749406099319458,1.2364964874744606,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.gelu2.out,0,4.580852508544922,2.756899118423462,1.6615959858424167,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.centered,0,45561.94140625,0.695206344127655,65537.29233213648,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.hat,0,5.091462135314941,3.57047438621521,1.42599038239062,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.in,0,48521.87109375,0.7403734922409058,65537.01827828509,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_1.out,0,5.401927947998047,3.6219000816345215,1.4914624440882476,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.centered,0,6.089191913604736,2.6225509643554688,2.3218583723886743,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.hat,0,8.365729331970215,5.900266647338867,1.4178561465087884,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.in,0,6.320245742797852,2.8564600944519043,2.212614751759932,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_2.out,0,8.873265266418457,6.086005687713623,1.4579784708929422,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.centered,0,45563.60546875,8.21824836730957,5544.1991325052,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.hat,0,5.369602203369141,3.815343141555786,1.4073707145458934,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.in,0,48523.59375,8.167448043823242,5941.096103659541,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_att.out,0,5.339938640594482,3.7405288219451904,1.4275892246213329,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.centered,0,4.541898727416992,2.910449266433716,1.5605490120713745,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.hat,0,8.251806259155273,7.408501625061035,1.113829310807135,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.in,0,5.0295515060424805,3.125910758972168,1.6089875539813072,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.layer_norm_x.out,0,8.368171691894531,7.5099897384643555,1.1142720540661692,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.softmax.in,0,27.235309600830078,14.275178909301758,1.9078786874666385,10.0,Q5.10,0.0009765625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.cross_attention.softmax.out,0,1.0,0.9949674010276794,1.0050580541303389,14.0,Q1.14,6.103515625e-05,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.gelu1.in,0,5.373542785644531,3.7065720558166504,1.4497337984329581,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.gelu1.out,0,5.373542785644531,3.2866923809051514,1.6349393745710585,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.gelu2.in,0,5.767707347869873,4.168818473815918,1.383535259233875,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.gelu2.out,0,5.767707347869873,3.3044214248657227,1.745451504601671,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.centered,0,45563.5546875,8.601500511169434,5297.163515637031,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.hat,0,5.31280517578125,3.8193867206573486,1.391010014002162,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.in,0,48523.5234375,8.545619010925293,5678.175375647366,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_1.out,0,5.460256099700928,4.167865753173828,1.3100844468281985,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.centered,0,5.160360336303711,3.123636484146118,1.6520361324036572,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.hat,0,8.476139068603516,6.060156345367432,1.3986667316071697,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.in,0,5.373542785644531,3.2866923809051514,1.6349393745710585,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.out,0,8.81853199005127,6.163223743438721,1.4308310645770976,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.centered,0,45563.71875,9.467718124389648,4812.534356364495,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.hat,0,5.230914115905762,3.828725576400757,1.3662285299703172,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.in,0,48523.68359375,9.456365585327148,5131.324836789428,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_att.out,0,5.561802864074707,3.839899778366089,1.4484239654924804,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.centered,0,45563.5546875,8.601500511169434,5297.163515637031,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.hat,0,5.31280517578125,3.8193867206573486,1.391010014002162,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.in,0,48523.5234375,8.545619010925293,5678.175375647366,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_x.out,0,5.120169639587402,3.755740165710449,1.363291765051817,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.softmax.in,0,74.23567199707031,31.795021057128906,2.334820658356683,8.0,Q7.8,0.00390625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.0.softmax.out,0,1.0,1.0,1.0,14.0,Q1.14,6.103515625e-05,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.gelu1.in,0,5.630520343780518,4.089385509490967,1.3768622035542417,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.gelu1.out,0,5.274957180023193,3.345755100250244,1.5766118624846917,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.gelu2.in,0,6.151431083679199,4.758228302001953,1.292798641269709,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.gelu2.out,0,5.774011135101318,4.009984016418457,1.4399087655861564,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.centered,0,45562.515625,9.830981254577637,4634.584732198991,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.hat,0,5.13728666305542,3.8408079147338867,1.3375536546225224,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.in,0,48522.48828125,9.827537536621094,4937.4004525993405,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.out,0,5.552469730377197,4.003634452819824,1.3868573157238426,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.centered,0,5.007153034210205,3.141618490219116,1.5938132048175508,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.hat,0,8.890604972839355,6.0224080085754395,1.4762541761002952,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.in,0,5.274957180023193,3.345755100250244,1.5766118624846917,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.out,0,9.316115379333496,6.112054824829102,1.52421986489527,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.centered,0,45562.2265625,10.404820442199707,4378.95366052733,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.hat,0,5.154135704040527,3.834886312484741,1.3440126470661926,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.in,0,48522.17578125,10.377680778503418,4675.628092334467,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.out,0,5.26416015625,3.8597984313964844,1.3638432808900371,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.centered,0,45562.515625,9.830981254577637,4634.584732198991,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.hat,0,5.13728666305542,3.8408079147338867,1.3375536546225224,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.in,0,48522.48828125,9.827537536621094,4937.4004525993405,-1.0,Q16.-1,2.0,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.out,0,5.015369892120361,3.8296689987182617,1.3096092361504186,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.softmax.in,0,69.07071685791016,31.150270462036133,2.21733923440854,8.0,Q7.8,0.00390625,,,fx16 requant (non-linear I/O),DVS128_10
backbone.proc_memory_blocks.0.latent_attentions.1.softmax.out,0,1.0,0.9999998807907104,1.0000001192093038,14.0,Q1.14,6.103515625e-05,,,fx16 requant (non-linear I/O),DVS128_10
models_clf.0.log_softmax.in,0,21.981454849243164,20.089313507080078,1.0941864609508054,10.0,Q5.10,0.0009765625,,,fx16 requant (non-linear I/O),DVS128_10
models_clf.0.relu.in,0,14.481359481811523,12.812689781188965,1.130235706094471,,INT8,0.11402645261268916,,,int8 requant (ReLU input),DVS128_10
every scale in the model,3471,0.1152443140745163,0.0007390085957013071,155.94448392735043,18.0,Q-3.18,3.814697265625e-06,0.0021869116462767124,0.0007505603134632111,ALL scales under ONE global Q format,DVS128_10
backbone.event_projection.seq_init.0,96,0.002612925134599209,0.0008652880205772817,3.019717218384673,23.0,Q-8.23,1.1920928955078125e-07,6.034091711626388e-05,1.9225617506890558e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.preproc_block_events.seq_init.0,128,0.0029498403891921043,0.0010027590906247497,2.9417239063415157,23.0,Q-8.23,1.1920928955078125e-07,4.256442844052799e-05,1.903497104649432e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_event_blocks.0.seq_init.1,128,0.001977714477106929,0.0008399372454732656,2.354597903314287,23.0,Q-8.23,1.1920928955078125e-07,6.099229722167365e-05,2.321494866919238e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_event_blocks.0.seq_init.4,128,0.0020546228624880314,0.000843684421852231,2.4352978545903423,23.0,Q-8.23,1.1920928955078125e-07,5.9432019043015316e-05,2.2204083506949246e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.cross_attention.attention.in_proj,384,0.0026084992568939924,0.0010260931449010968,2.5421661472511063,23.0,Q-8.23,1.1920928955078125e-07,5.72947392356582e-05,2.0948258679709397e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.cross_attention.attention.out_proj,128,0.001834918512031436,0.0009275854681618512,1.9781665140438223,24.0,Q-9.24,5.960464477539063e-08,2.6805721063283272e-05,1.1659758456517011e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.cross_attention.linear1,128,0.0015245224349200726,0.0007973887259140611,1.9118936415516599,24.0,Q-9.24,5.960464477539063e-08,3.195462704752572e-05,1.3790955563308671e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.cross_attention.linear2,128,0.0016838492592796683,0.0008321930654346943,2.023387756061285,24.0,Q-9.24,5.960464477539063e-08,3.21989027725067e-05,1.4621774425904732e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.cross_attention.linear3,128,0.001585212885402143,0.0008824060787446797,1.796466415618174,24.0,Q-9.24,5.960464477539063e-08,2.8952996217412874e-05,1.445432280888781e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.attention.in_proj,384,0.0027750886511057615,0.0009092519176192582,3.0520569682953447,23.0,Q-8.23,1.1920928955078125e-07,5.822211824124679e-05,2.160965232178569e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.attention.out_proj,128,0.0013128191931173205,0.0007896145107224584,1.6626077349011175,24.0,Q-9.24,5.960464477539063e-08,3.523651321302168e-05,1.5591445844620466e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.linear1,128,0.0018408942269161344,0.0008587213815189898,2.1437619541506954,24.0,Q-9.24,5.960464477539063e-08,3.0392006010515615e-05,1.1904103303095326e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.linear2,128,0.0018407248426228762,0.000840027816593647,2.191266534585847,24.0,Q-9.24,5.960464477539063e-08,2.8565715183503926e-05,1.3910400411987212e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.0.linear3,128,0.0017346650129184127,0.0008114341180771589,2.1377767760480886,24.0,Q-9.24,5.960464477539063e-08,3.5205721360398456e-05,1.3452574421535246e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.attention.in_proj,384,0.002625253051519394,0.000908035843167454,2.8911337270144104,23.0,Q-8.23,1.1920928955078125e-07,5.8331592299509794e-05,2.0710014723590575e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.attention.out_proj,128,0.001458567101508379,0.0007897986215539277,1.8467582263421152,24.0,Q-9.24,5.960464477539063e-08,3.331395419081673e-05,1.4349549019243568e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.linear1,128,0.0019345009932294488,0.000943223771173507,2.0509459709891,24.0,Q-9.24,5.960464477539063e-08,2.9322554837563075e-05,1.2665281246881932e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.linear2,128,0.0017372537404298782,0.0008242520852945745,2.1076728484211373,24.0,Q-9.24,5.960464477539063e-08,2.985685750900302e-05,1.3198335182096343e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_memory_blocks.0.latent_attentions.1.linear3,128,0.001844530925154686,0.0008752439171075821,2.1074478657907227,24.0,Q-9.24,5.960464477539063e-08,2.8930046028108336e-05,1.2145671462349128e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
backbone.proc_embs_block.linear1,128,0.002066416898742318,0.0010954743484035134,1.8863215754470246,23.0,Q-8.23,1.1920928955078125e-07,5.387854980654083e-05,2.1567349904216826e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
models_clf.0.linear_1,128,0.002636299468576908,0.0008107521571218967,3.2516712356776867,23.0,Q-8.23,1.1920928955078125e-07,4.7398229071404785e-05,1.8599281247588806e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
models_clf.0.linear_2,11,0.0027866563759744167,0.0013288221089169383,2.0970876065914434,23.0,Q-8.23,1.1920928955078125e-07,3.2478659704793245e-05,1.5392768546007574e-05,"weight_scale (per-channel, per-layer exponent)",DVS128_11
all nn.Linear inputs,16,0.10919097065925598,0.02200312167406082,4.962521785623706,18.0,Q-3.18,3.814697265625e-06,4.3793181248474866e-05,2.4196740923798643e-05,activation_scale (per-tensor),DVS128_11
attention Q/K/V/out_proj,21,0.0800139382481575,0.034115493297576904,2.345384179270847,18.0,Q-3.18,3.814697265625e-06,3.938280133297667e-05,1.9478186004562303e-05,activation_scale (per-tensor),DVS128_11
backbone.pos_encoding,28224,1.2515028715133667,2.531231257307809e-05,49442.453125,,INT8,0.009854353319002888,1.0,0.015405149199068546,positional encoding (-> INT8),DVS128_11
backbone.memory_vertical,12288,0.7773422002792358,1.4945488146622665e-05,52011.83077147582,15.0,Q0.15,3.0517578125e-05,1.0,0.00046390059287659824,latent memory table (-> Q16),DVS128_11
all LayerNorm weight/bias,3328,1.2596760988235474,8.082879503490403e-05,15584.496815517114,14.0,Q1.14,6.103515625e-05,0.24488350749015808,0.0014830059371888638,LayerNorm affine (-> Q16),DVS128_11
backbone.event_projection.seq_init.1.in,0,14.291707038879395,9.884659767150879,1.4458471384492364,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.event_projection.seq_init.1.out,0,8.991450309753418,6.548245429992676,1.3731083243413915,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.preproc_block_events.seq_init.0.in_a,0,8.991450309753418,6.548245429992676,1.3731083243413915,,INT8,0.07079882133664109,,,int8 requant (ReLU input),DVS128_11
backbone.preproc_block_events.seq_init.0.in_b,0,1.2515028715133667,1.2515028715133667,1.0,,INT8,0.009854353319002888,,,int8 requant (ReLU input),DVS128_11
backbone.preproc_block_events.seq_init.1.in,0,8.203553199768066,6.809946060180664,1.204642904256782,11.0,Q4.11,0.00048828125,,,fx16 requant (non-linear I/O),DVS128_11
backbone.preproc_block_events.seq_init.1.out,0,5.654751777648926,4.592143535614014,1.2313970009417032,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_embs_block.layer_norm.centered,0,403472.40625,783.9221801757812,514.6842587864119,-4.0,Q19.-4,16.0,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_embs_block.layer_norm.hat,0,5.078856468200684,4.096303939819336,1.2398631895524534,12.0,Q3.12,0.000244140625,,,fx16 requant (non-linear I/O),DVS128_11
backbone.proc_embs_block.layer_norm.in,0,407545.0,790.870361328125,515.3120156325004,-4.0,Q19.-4,16.0,,,fx16 requant (non-linear I/O),DVS128_11
