site,calls,kind,bits,dynamic,per_call,frac_bits,on_grid,max_abs_in,max_abs_out,worst_grid_err_lsb,saturated_elems,total_elems,float32_exact,worst_bits_needed,saturated_pct
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.hat,3,fx16,16,False,False,11,True,9.001287460327148,9.00146484375,0.0,0,2396160,True,15.17015979598118,0.0
backbone.proc_memory_blocks.0.latent_attentions.0.layer_norm_2.out,3,fx16,16,False,False,12,True,4.526136875152588,4.526123046875,0.0,0,2396160,True,15.178275806147742,0.0
backbone.proc_memory_blocks.0.latent_attentions.0.gelu2.in,3,fx16,16,False,False,11,True,4.985811710357666,4.98583984375,0.0,0,2396160,True,14.317836541004578,0.0
backbone.proc_memory_blocks.0.latent_attentions.0.gelu2.out,3,fx16,16,False,False,11,True,3.6474668979644775,3.6474609375,0.0,0,2396160,True,13.8668925276766,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.in,3,fx16,24,False,False,16,True,13.895501136779785,13.8955078125,0.0,0,2396160,True,20.796546653800682,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.centered,3,fx16,24,False,False,16,True,13.81442928314209,13.814422607421875,0.0,0,2396160,True,20.788103358896826,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.hat,3,fx16,16,False,False,12,True,4.539470195770264,4.53955078125,0.0,0,2396160,True,15.182549540307372,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_x.out,3,fx16,16,False,False,14,True,1.398472785949707,1.39849853515625,0.0,0,2396160,True,15.483878742677945,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.in,3,fx16,24,False,False,16,True,13.895501136779785,13.8955078125,0.0,0,2396160,True,20.796546653800682,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.centered,3,fx16,24,False,False,16,True,13.81442928314209,13.814422607421875,0.0,0,2396160,True,20.788103358896826,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.hat,3,fx16,16,False,False,12,True,4.539470195770264,4.53955078125,0.0,0,2396160,True,15.182549540307372,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_1.out,3,fx16,16,False,False,13,True,2.941441774368286,2.94140625,0.0,0,2396160,True,15.556506054671928,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.softmax.in,3,fx16,16,False,False,10,True,16.77963638305664,16.779296875,0.0,0,7263360,True,15.068610356779276,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.softmax.out,3,fx16,16,False,False,14,True,0.9990317821502686,0.9990234375,0.0,0,7263360,True,14.99859042974533,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.in,3,fx16,24,False,False,16,True,14.36096477508545,14.3609619140625,0.0,0,2396160,True,20.844080480689705,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.centered,3,fx16,24,False,False,16,True,14.338916778564453,14.338912963867188,0.0,0,2396160,True,20.84186375204561,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.hat,3,fx16,16,False,False,12,True,4.592541217803955,4.592529296875,0.0,0,2396160,True,15.199288924672818,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_att.out,3,fx16,16,False,False,13,True,1.7773008346557617,1.77734375,0.0,0,2396160,True,14.829722735086058,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.gelu1.in,3,fx16,16,False,False,11,True,4.5641679763793945,4.56396484375,0.0,0,2396160,True,14.19028767858039,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.gelu1.out,3,fx16,16,False,False,11,True,3.5716333389282227,3.57177734375,0.0,0,2396160,True,13.836642149025849,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.in,3,fx16,24,False,False,19,True,3.57177734375,3.57177734375,0.0,0,2396160,True,21.83664214902585,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.centered,3,fx16,24,False,False,19,True,3.5282859802246094,3.5282859802246094,0.0,0,2396160,True,21.818967501238618,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.hat,3,fx16,16,False,False,11,True,10.269649505615234,10.26953125,0.0,0,2396160,True,15.360298426618046,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.layer_norm_2.out,3,fx16,16,False,False,12,True,4.875787258148193,4.875732421875,0.0,0,2396160,True,15.285618953639323,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.gelu2.in,3,fx16,16,False,False,11,True,5.232875347137451,5.23291015625,0.0,0,2396160,True,14.387613489557392,0.0
backbone.proc_memory_blocks.0.latent_attentions.1.gelu2.out,3,fx16,16,False,False,11,True,3.8254342079162598,3.8251953125,0.0,0,2396160,True,13.935533412950747,0.0
backbone.proc_embs_block.layer_norm.in,3,fx16,24,False,False,16,True,15.008881568908691,15.008880615234375,0.0,0,2396160,True,20.907744477504146,0.0
backbone.proc_embs_block.layer_norm.centered,3,fx16,24,False,False,16,True,14.952605247497559,14.952606201171875,0.0,0,2396160,True,20.902325059298168,0.0
backbone.proc_embs_block.layer_norm.hat,3,fx16,16,False,False,12,True,4.219779014587402,4.2197265625,0.0,0,2396160,True,15.077149515589733,0.0
backbone.proc_embs_block.layer_norm.out,3,fx16,16,False,False,13,True,2.016479969024658,2.0164794921875,0.0,0,2396160,True,15.01183873345525,0.0
backbone.proc_embs_block.relu.in,3,int8,16,False,False,,True,4.843281269073486,4.859933853149414,1.4210854715202004e-14,0,2396160,True,7.794415866350106,0.0
models_clf.0.relu.in,3,int8,16,False,False,,True,7.191170692443848,7.190696716308594,0.0,0,24960,True,7.727920454563199,0.0
models_clf.0.log_softmax.in,3,fx16,16,False,False,8,True,52.62822723388672,52.62890625,0.0,0,4680,True,14.717783507500728,0.0
